,date,andhra pradesh,arunachal pradesh,assam,bihar,chandigarh,chhattisgarh,dd,delhi,dnh,dvc,essar steel,goa,gujarat,haryana,hp,j&k,jharkhand,karnataka,kerala,maharashtra,manipur,meghalaya,mizoram,mp,nagaland,odisha,pondy,punjab,rajasthan,sikkim,tamil nadu,telangana,tripura,up,uttarakhand,west bengal
99,2013-10-23,219.6,1.1,23.8,41.5,3.6,58.9,6.2,70.5,15.1,53.5,4.8,7.5,233.7,110.3,22.5,29.5,19.5,138.1,57.8,360.7,1.2,4.1,1.1,139.8,1.3,59.5,6.0,104.7,151.1,1.6,231.1,141.3,3.1,206.4,30.4,111.3
100,2013-10-24,205.9,1.4,23.4,41.2,3.7,50.6,6.3,71.0,15.1,49.0,5.4,8.3,239.8,106.9,22.9,29.9,20.0,133.8,57.2,357.3,1.5,4.5,1.1,144.7,1.4,58.0,5.9,102.4,152.1,1.4,236.0,139.4,3.5,200.4,29.9,115.2
101,2013-10-25,197.6,1.4,22.6,41.8,3.7,57.5,6.3,69.6,14.3,53.3,5.9,8.6,247.4,109.6,21.8,30.6,19.4,132.9,57.7,349.3,1.3,4.8,1.2,147.6,1.4,60.1,6.1,102.1,157.1,1.3,241.9,135.1,2.8,202.4,29.9,120.8
102,2013-10-26,195.4,1.3,21.9,39.3,3.5,56.1,6.3,64.7,14.3,51.0,5.9,8.3,250.8,110.8,23.0,31.3,19.9,127.5,57.7,347.7,1.3,4.7,1.2,152.6,1.2,60.1,6.1,100.9,159.8,1.6,236.4,119.9,2.7,207.7,29.1,106.1
103,2013-10-27,192.1,1.3,21.5,41.6,3.1,56.3,5.9,61.0,15.2,53.5,5.2,7.5,241.8,106.0,22.1,31.4,20.1,121.4,53.0,341.4,1.3,4.7,1.1,153.3,1.3,59.5,5.6,95.8,153.7,1.6,236.2,119.8,2.7,203.6,28.0,99.2
104,2013-10-28,207.9,1.6,22.5,39.7,3.5,54.6,5.9,64.6,15.4,56.8,5.1,8.3,249.0,99.4,23.3,32.8,19.5,134.1,57.2,360.7,1.3,4.7,1.0,160.4,1.3,60.9,5.9,95.7,155.9,1.2,246.3,123.2,2.6,206.8,28.9,103.2
105,2013-10-29,216.4,1.1,21.8,38.1,3.4,57.2,5.8,65.3,15.1,54.8,4.6,8.4,250.4,107.9,23.8,33.3,20.1,140.8,58.0,363.2,1.3,4.5,0.9,164.0,1.6,61.7,6.3,96.0,155.8,1.4,237.6,127.3,2.8,204.7,29.2,111.4
106,2013-10-30,222.5,1.2,22.2,39.5,3.4,55.1,5.9,63.4,15.1,55.6,5.5,8.3,247.3,101.9,23.7,34.6,20.0,143.8,59.6,361.6,1.3,4.2,1.2,169.6,1.3,61.8,6.3,96.4,160.4,1.7,240.3,128.1,2.7,204.9,29.2,114.4
107,2013-10-31,225.3,1.3,22.0,39.6,3.3,57.3,5.8,65.4,15.1,53.1,5.3,8.6,245.5,96.0,22.9,31.4,20.1,150.8,58.7,370.9,1.3,4.1,1.1,174.3,1.2,62.0,6.4,87.6,166.9,1.4,253.3,126.2,2.6,207.8,28.9,109.9
108,2013-11-01,226.7,1.3,22.1,40.9,3.4,57.5,5.7,66.2,14.7,54.4,5.0,8.2,239.9,100.5,23.7,32.9,20.3,144.4,58.9,364.5,1.4,5.0,1.1,174.2,1.2,62.7,6.1,91.4,171.0,1.7,237.4,127.6,2.4,215.2,29.5,104.0
109,2013-11-02,227.2,1.3,22.2,43.5,3.2,57.5,5.1,61.7,14.2,55.6,4.5,7.1,225.6,99.8,22.3,34.1,20.2,144.5,55.9,355.9,1.4,4.7,1.2,182.4,1.4,61.9,4.9,108.5,156.4,1.3,201.6,125.6,2.7,229.9,28.3,104.2
113,2013-11-06,231.1,1.7,22.4,44.3,3.3,53.9,4.1,58.5,13.6,53.7,4.0,8.4,196.9,88.8,21.9,36.5,19.4,159.5,60.2,343.1,1.4,4.6,1.1,178.9,1.4,61.1,5.5,88.6,160.9,1.3,220.1,129.1,2.8,212.3,27.9,105.1
114,2013-11-07,234.0,1.6,21.7,44.3,3.3,55.2,5.3,59.8,14.6,55.2,3.7,8.7,207.7,88.9,22.4,30.4,19.6,164.8,58.9,352.2,1.4,4.4,1.2,181.3,1.4,63.1,5.7,82.5,156.7,1.8,224.0,129.4,2.8,206.4,28.8,105.7
115,2013-11-08,234.5,1.7,21.9,42.9,3.3,55.8,5.6,56.8,14.6,55.4,3.5,8.4,216.1,92.7,22.2,35.0,19.9,168.6,60.6,352.3,1.9,3.1,1.2,177.6,1.4,62.5,5.8,80.9,162.3,1.5,228.7,126.2,2.8,197.6,28.3,100.9
116,2013-11-09,232.9,1.3,21.8,43.2,3.2,56.2,5.5,56.1,14.7,55.0,4.2,8.3,219.5,90.2,22.8,36.8,19.7,168.0,60.1,350.9,1.5,3.3,1.2,178.5,1.5,62.7,5.8,82.2,164.8,1.5,229.4,122.0,2.8,195.8,29.5,100.4
117,2013-11-10,228.1,1.2,21.3,43.4,2.9,55.3,5.6,53.8,14.6,55.3,5.5,7.1,217.3,88.8,21.5,36.9,20.9,161.1,55.8,339.7,1.5,3.9,1.2,182.0,1.5,61.8,5.4,80.0,165.0,1.4,230.7,123.1,2.8,194.2,28.2,96.2
118,2013-11-11,232.1,1.4,20.4,37.8,3.3,55.4,5.6,57.1,14.9,54.6,4.3,7.8,228.5,98.0,22.5,36.5,19.6,168.9,59.5,362.5,1.5,4.7,1.2,179.9,1.4,62.9,5.8,74.7,168.9,1.5,225.5,124.2,2.6,198.5,28.5,99.6
119,2013-11-12,234.6,1.4,21.1,37.7,3.2,55.5,5.7,57.6,14.9,54.6,4.1,7.9,231.9,98.0,22.6,35.2,19.4,172.6,58.8,366.0,1.5,4.8,1.0,186.1,1.3,61.6,5.8,83.3,174.9,1.5,232.3,122.1,2.6,203.6,31.3,100.2
120,2013-11-13,230.1,1.5,21.3,39.5,3.3,55.1,5.6,57.9,15.0,55.4,5.4,8.0,233.8,98.6,24.1,36.7,20.3,171.7,58.4,363.3,1.5,4.8,1.1,187.6,1.4,61.4,5.9,86.2,175.1,1.5,228.1,117.3,2.6,202.7,30.6,101.9
121,2013-11-14,227.4,1.6,21.6,32.9,3.3,54.8,5.8,56.7,15.1,54.9,4.7,8.3,236.9,95.8,23.8,36.4,20.6,172.4,60.0,364.5,1.5,4.7,1.2,186.7,1.4,62.8,5.9,84.0,174.4,1.9,221.6,118.2,2.8,201.9,29.2,103.6
122,2013-11-15,223.2,1.5,20.8,35.5,3.3,52.1,5.8,57.8,14.9,54.8,5.4,7.9,239.1,99.5,23.7,38.6,19.9,172.5,59.4,358.4,1.5,4.1,1.1,186.3,1.4,65.0,6.0,83.9,176.1,1.2,227.6,116.6,2.5,192.2,29.0,97.5
123,2013-11-16,238.2,1.6,18.0,41.8,3.2,53.9,5.7,56.1,14.8,53.7,6.0,7.3,237.5,102.7,24.0,38.2,21.0,166.4,58.1,350.8,1.7,5.3,1.2,183.4,1.4,66.6,4.9,87.9,173.0,1.3,213.9,115.9,2.3,199.2,30.2,96.5
124,2013-11-17,216.4,1.2,20.7,40.7,3.0,54.4,5.5,54.3,14.5,54.5,6.8,6.7,226.1,92.7,22.3,37.3,20.2,150.2,53.4,343.1,1.4,4.6,1.2,184.0,1.4,66.1,5.2,85.6,171.2,1.1,195.3,119.8,2.0,197.7,29.1,93.0
125,2013-11-18,224.9,1.2,20.5,38.9,3.2,54.2,5.7,57.6,14.8,55.6,6.8,7.6,238.0,100.1,23.6,37.3,20.6,162.0,52.9,351.1,1.4,4.8,1.2,184.4,1.4,66.3,5.5,86.9,171.8,2.0,201.8,122.3,2.5,208.6,30.1,101.0
126,2013-11-19,234.5,1.5,20.2,35.9,3.3,53.9,5.8,58.1,14.9,56.3,6.6,8.3,241.9,103.6,24.1,37.6,21.0,164.7,57.5,364.2,1.4,5.1,1.2,188.9,1.4,68.1,5.9,89.5,176.5,1.7,200.4,119.9,2.7,199.6,30.1,106.7
127,2013-11-20,240.3,1.4,21.6,40.8,3.3,54.9,5.8,57.7,15.0,55.5,6.6,8.0,242.1,99.9,24.3,37.9,20.2,168.4,59.7,366.5,1.4,5.1,1.2,191.6,1.4,69.9,5.8,90.1,177.0,1.4,204.6,120.0,2.6,199.6,30.0,104.2
128,2013-11-21,239.4,1.3,21.1,39.1,3.2,55.6,5.8,57.3,14.9,56.4,6.5,7.8,247.1,101.2,23.8,37.2,20.1,166.8,59.4,363.3,1.4,5.1,1.2,193.0,1.4,65.1,6.0,93.0,180.5,1.4,200.0,122.4,2.7,203.6,29.3,105.4
129,2013-11-22,229.4,1.3,18.9,38.1,3.3,56.1,5.9,58.6,14.9,56.2,8.0,7.6,248.3,100.9,24.7,37.3,20.3,172.0,60.0,355.4,1.4,5.0,1.2,195.0,1.4,65.5,5.7,92.0,174.6,1.5,204.9,120.3,1.9,207.7,29.7,98.5
130,2013-11-23,225.7,1.5,20.4,40.0,3.2,55.5,5.1,56.2,14.8,56.8,10.0,7.6,250.6,102.7,23.5,36.7,20.5,169.6,58.7,360.2,1.6,4.8,1.2,198.2,1.4,64.2,5.6,92.0,178.6,1.4,205.3,118.7,2.3,202.4,29.8,105.7
131,2013-11-24,222.9,1.2,20.6,39.2,2.9,56.0,5.7,53.9,14.5,58.2,9.3,6.9,244.1,96.2,21.7,36.7,20.1,152.9,52.7,353.5,1.5,4.5,1.2,200.4,1.5,64.0,5.3,86.9,176.7,1.3,194.9,121.0,2.9,201.8,29.1,94.3
132,2013-11-25,226.5,1.2,21.4,39.4,3.2,56.7,5.8,56.9,15.0,57.5,8.2,7.8,248.4,99.4,22.8,35.2,20.7,163.9,56.8,363.1,1.4,4.8,1.2,197.8,1.4,60.4,5.6,88.9,176.5,1.1,207.0,121.5,2.7,199.3,28.5,90.4
133,2013-11-26,229.0,1.2,21.3,37.4,3.3,55.2,5.8,57.2,14.8,56.9,8.3,8.1,253.0,100.6,23.6,37.0,21.4,166.3,57.5,370.4,1.4,4.7,1.2,194.8,1.4,64.8,5.9,89.3,176.7,1.3,208.7,121.1,2.7,202.9,29.1,99.8
134,2013-11-27,229.6,1.4,20.0,38.4,3.4,56.9,5.7,57.3,14.9,56.5,7.5,8.1,257.3,100.8,24.1,39.6,20.4,166.9,58.7,367.2,1.4,4.8,1.2,194.9,1.4,63.7,5.8,92.4,177.3,1.2,217.2,121.1,3.3,206.7,29.0,104.4
135,2013-11-28,225.1,1.5,21.3,37.5,3.3,56.7,5.9,57.0,15.0,56.1,7.9,7.9,253.6,101.6,23.4,38.1,20.2,168.1,59.4,363.6,1.4,4.5,1.2,192.5,1.5,63.1,5.5,92.7,178.3,1.0,221.4,123.5,2.6,205.9,29.8,103.0
136,2013-11-29,219.7,1.7,22.0,36.1,3.3,59.0,5.9,58.6,13.4,55.2,8.2,8.5,251.3,103.3,23.7,37.8,20.9,150.7,58.3,355.7,1.4,4.9,1.2,193.1,1.6,65.6,5.9,98.0,179.2,1.0,215.8,120.7,2.6,207.1,28.9,100.7
137,2013-11-30,226.3,1.7,18.0,36.6,3.3,57.7,5.9,55.8,14.5,53.0,8.0,8.4,251.2,102.8,23.3,37.4,21.5,160.4,58.4,358.6,1.4,4.7,1.3,195.0,1.5,62.8,5.8,96.6,185.9,1.4,225.7,118.3,2.3,203.3,28.2,100.5
138,2013-12-01,220.0,1.7,22.7,38.4,3.0,58.1,4.9,53.4,14.1,53.3,8.0,6.9,243.6,99.6,21.5,38.5,20.5,157.8,54.1,356.7,1.4,3.7,1.2,194.7,1.6,59.7,5.1,98.3,174.4,2.2,226.9,121.1,2.5,200.9,27.9,95.1
139,2013-12-02,224.1,1.5,21.1,38.1,3.3,57.9,5.7,56.5,14.6,55.6,8.0,8.5,252.6,103.6,22.9,38.5,20.4,160.8,55.1,368.9,1.4,3.8,1.2,196.7,2.1,60.1,5.2,94.3,171.4,2.0,219.8,122.0,2.5,197.5,29.7,95.0
142,2013-12-05,229.9,1.8,20.3,38.0,3.3,59.3,6.0,57.1,14.9,55.2,7.4,8.0,250.3,72.9,24.4,36.6,21.3,168.0,57.6,362.7,1.4,4.8,1.1,196.7,1.7,62.6,5.6,100.3,183.6,1.5,228.2,126.6,2.8,211.6,28.6,100.7
143,2013-12-06,239.1,1.3,20.0,39.2,3.4,59.1,6.0,59.1,14.7,57.7,8.7,7.8,250.7,107.1,24.8,38.9,21.3,170.2,58.9,352.5,1.4,4.7,1.1,196.6,1.5,59.8,5.7,98.0,182.9,1.3,227.3,121.1,2.8,210.1,28.9,101.9
144,2013-12-07,235.1,1.7,19.6,38.7,3.3,58.8,5.0,56.3,14.5,57.2,8.4,8.2,248.1,106.1,24.9,38.6,21.5,168.2,57.3,349.0,1.4,4.3,1.2,196.0,1.7,58.0,5.6,101.8,185.1,1.1,226.5,117.0,2.8,213.2,29.0,101.9
145,2013-12-08,234.5,1.8,20.8,37.1,3.0,58.9,5.6,55.5,14.0,52.8,5.4,6.9,237.3,101.4,23.0,38.2,21.1,161.6,53.4,339.4,1.4,3.9,1.1,199.8,1.7,63.8,5.0,95.3,185.5,1.4,229.0,118.6,2.5,209.3,29.2,94.1
146,2013-12-09,232.9,1.3,21.6,43.2,3.2,56.2,5.5,56.1,14.7,55.0,4.2,8.3,219.5,90.2,22.8,36.8,19.7,168.0,60.1,350.9,1.5,3.3,1.2,178.5,1.5,62.7,5.8,82.2,164.8,1.5,229.4,123.0,2.0,195.8,29.5,100.4
147,2013-12-10,228.1,1.2,20.9,43.4,2.9,55.3,5.6,53.8,14.6,55.3,5.5,7.1,217.3,88.8,21.5,36.9,20.9,161.1,55.8,339.7,1.5,3.9,1.2,182.0,1.5,61.8,5.4,80.0,165.0,1.4,230.7,123.5,2.7,194.2,28.2,96.2
148,2013-12-11,232.1,1.4,20.9,37.8,3.3,55.4,5.6,57.1,14.9,54.6,4.3,7.8,228.5,98.0,22.5,36.5,19.6,168.9,59.5,362.5,1.5,4.7,1.2,179.9,1.4,62.9,5.8,74.7,168.9,1.5,225.5,120.8,2.6,198.5,28.5,99.6
149,2013-12-12,234.6,1.4,21.5,37.7,3.2,55.5,5.7,57.6,14.9,54.6,4.1,7.9,231.9,98.0,22.6,35.2,19.4,172.6,58.8,366.0,1.5,4.8,1.0,186.1,1.3,61.6,5.8,83.3,174.9,1.5,232.3,122.0,2.4,203.6,31.3,100.2
150,2013-12-13,230.1,1.5,22.1,39.5,3.3,55.1,5.6,57.9,15.0,55.4,5.4,8.0,233.8,98.6,24.1,36.7,20.3,171.7,58.4,363.3,1.5,4.8,1.1,187.6,1.4,61.4,5.9,86.2,175.1,1.5,228.1,120.2,2.5,202.7,30.6,101.9
151,2013-12-14,227.4,1.6,20.5,32.9,3.3,54.8,5.8,56.7,15.1,54.9,4.7,8.3,236.9,95.8,23.8,36.4,20.6,172.4,60.0,364.5,1.5,4.7,1.2,186.7,1.4,62.8,5.9,84.0,174.4,1.9,221.6,114.3,3.2,201.9,29.2,103.6
152,2013-12-15,223.2,1.5,21.1,35.5,3.3,52.1,5.8,57.8,14.9,54.8,5.4,7.9,239.1,99.5,23.7,38.6,19.9,172.5,59.4,358.4,1.5,4.1,1.1,186.3,1.4,65.0,6.0,83.9,176.1,1.2,227.6,122.7,2.6,192.2,29.0,97.5
154,2013-12-17,240.8,1.5,21.3,39.4,3.4,64.1,5.9,58.1,14.1,57.9,6.0,7.5,240.5,105.0,24.4,39.6,18.6,168.9,57.5,357.9,1.6,5.1,1.2,200.6,1.7,64.5,5.5,92.6,196.8,1.8,236.1,121.7,3.3,219.6,31.0,96.7
155,2013-12-18,241.5,1.4,20.0,38.4,3.5,62.1,5.8,59.3,14.2,57.0,8.6,7.4,240.3,104.7,24.0,39.8,18.6,165.7,56.9,356.6,1.6,4.8,1.2,201.3,1.7,63.4,5.7,87.0,190.4,1.9,240.8,121.6,3.2,220.5,30.7,103.7
157,2013-12-20,246.2,1.5,21.2,35.7,3.7,61.9,5.4,60.8,14.2,54.8,6.9,7.4,241.2,110.0,25.5,39.0,21.4,163.3,58.5,353.2,1.5,4.8,1.2,202.2,1.5,61.8,5.8,92.5,185.3,1.7,246.8,125.4,3.6,210.3,31.2,96.1
158,2013-12-21,247.8,1.6,20.9,38.4,3.5,59.3,5.9,58.3,14.1,56.2,8.2,7.5,238.9,104.2,25.0,39.0,21.4,168.3,58.6,306.6,1.6,5.4,1.2,196.9,1.6,65.9,5.7,92.9,185.2,1.8,248.9,127.2,3.5,206.7,31.2,104.3
159,2013-12-22,244.3,1.8,20.6,39.1,3.1,61.4,5.9,57.8,13.8,56.5,8.4,6.7,231.4,92.1,22.1,34.9,20.5,165.5,53.6,347.4,1.5,4.9,1.2,192.1,1.7,63.4,5.1,80.5,179.5,1.6,240.6,136.7,3.0,209.1,29.4,96.5
160,2013-12-23,245.3,1.7,21.5,39.2,3.7,60.2,5.3,61.7,14.2,62.1,9.0,6.8,237.6,99.0,24.4,37.3,21.8,173.2,56.7,355.9,1.5,5.1,1.3,194.4,1.7,65.2,5.5,89.8,181.8,1.6,244.5,129.8,3.1,203.1,32.0,96.8
161,2013-12-24,242.1,1.6,22.0,38.5,3.7,62.8,6.7,61.5,14.5,57.9,9.0,7.9,242.2,95.7,25.0,38.4,21.7,173.5,56.4,361.0,1.5,5.2,1.3,195.1,1.6,66.4,5.8,88.9,185.3,1.9,247.1,132.2,2.7,211.3,32.6,101.5
162,2013-12-25,252.6,1.6,22.0,37.5,3.5,62.8,6.0,60.8,14.7,57.6,7.0,6.9,238.8,108.6,25.1,40.5,21.7,172.0,53.1,355.6,2.0,4.9,1.1,198.2,1.8,66.5,5.6,91.6,193.7,2.0,235.7,132.1,3.0,210.3,32.0,108.3
163,2013-12-26,255.5,1.8,19.6,35.3,3.6,63.3,5.9,62.6,14.9,51.9,5.8,7.7,241.8,105.7,25.1,39.5,21.5,176.6,56.4,365.9,2.1,4.7,1.1,199.0,1.7,62.9,5.9,88.8,194.4,1.5,237.0,130.5,3.3,208.1,32.0,97.5
164,2013-12-27,255.5,1.9,21.2,37.8,3.7,63.6,6.0,64.6,14.9,55.7,6.3,7.9,241.2,107.9,25.7,40.2,21.1,177.5,57.0,363.6,1.7,5.2,1.2,198.0,1.7,64.3,5.9,90.3,193.3,1.7,236.8,130.5,2.7,217.7,32.2,98.7
165,2013-12-28,252.0,1.5,21.5,38.1,3.6,63.1,5.9,61.5,15.0,56.6,8.0,7.7,238.2,108.5,25.6,41.1,20.8,174.8,56.6,359.6,1.5,5.4,1.3,190.8,1.5,66.6,6.0,91.7,195.5,1.9,245.5,128.4,3.7,218.5,32.1,104.6
166,2013-12-29,249.2,1.8,21.5,39.9,3.2,64.7,5.8,59.5,15.0,58.2,7.6,7.0,231.5,108.1,24.2,40.9,20.8,166.3,52.2,349.6,1.5,5.0,1.3,191.2,1.6,69.7,5.4,83.5,193.4,2.0,240.2,128.9,2.7,210.8,30.2,104.7
167,2013-12-30,248.3,1.7,21.4,38.3,3.6,64.9,5.9,63.1,15.1,60.5,7.4,7.9,241.2,108.3,25.1,41.1,21.2,174.8,56.6,360.7,1.7,4.9,1.0,181.4,1.5,63.6,5.6,91.5,185.7,2.1,248.4,129.2,2.8,216.8,31.4,99.6
168,2013-12-31,252.1,1.6,20.9,37.1,3.8,65.0,5.7,65.2,14.7,59.4,8.5,7.9,238.2,98.2,26.6,32.4,21.0,177.3,57.3,360.0,1.5,5.2,1.2,161.8,1.5,67.2,5.9,89.5,183.3,2.2,252.7,133.6,2.9,195.4,29.4,101.5
169,2014-01-01,247.4,1.5,21.0,36.6,3.8,64.4,5.0,64.9,13.5,59.3,6.0,8.1,231.1,98.3,24.7,28.6,21.6,171.7,57.1,353.1,1.5,5.4,1.2,162.0,1.5,67.5,5.5,91.5,175.6,1.7,245.3,127.0,2.9,219.2,31.7,102.0
170,2014-01-02,253.0,1.7,21.7,40.5,3.8,64.2,5.3,65.0,13.8,57.9,6.0,8.4,237.5,104.6,25.0,38.4,21.4,174.6,57.7,361.7,1.7,4.9,1.2,173.4,1.6,64.4,5.7,92.4,189.0,1.7,247.7,127.7,2.9,214.9,33.0,101.4
171,2014-01-03,256.1,1.7,21.1,39.3,3.9,63.7,5.7,67.2,14.9,58.7,7.4,7.9,241.8,113.2,25.7,43.3,21.4,179.9,58.4,357.7,1.8,4.9,1.2,176.4,1.6,63.7,5.9,94.7,196.0,1.7,253.8,124.8,3.3,227.2,33.6,101.5
172,2014-01-04,252.6,1.7,21.1,40.3,3.7,63.4,5.8,63.5,15.2,60.0,7.7,8.0,242.2,110.7,26.0,37.4,21.0,177.2,58.8,365.0,1.5,5.3,1.2,176.0,1.6,66.3,5.8,96.8,189.0,1.3,252.2,129.4,2.5,229.2,34.1,118.5
173,2014-01-05,138.3,1.7,20.5,50.4,4.0,64.2,5.5,65.4,15.2,54.2,6.4,7.6,251.1,114.7,25.6,43.0,20.4,176.1,59.3,341.9,1.8,5.6,1.2,128.1,1.6,62.4,5.8,89.5,204.5,1.4,245.6,123.8,2.5,223.2,33.1,103.4
174,2014-01-06,138.8,1.6,21.3,51.3,4.3,64.7,5.6,66.4,15.1,53.3,6.8,7.8,257.6,119.5,25.7,42.1,20.3,179.1,60.9,353.3,2.1,5.8,1.2,136.2,1.7,61.9,5.1,94.3,210.6,1.6,251.1,127.6,2.6,228.5,34.6,101.0
175,2014-01-07,137.3,1.8,21.2,50.9,4.1,64.4,5.8,69.7,15.2,55.2,7.2,7.9,253.5,117.4,26.1,43.1,18.9,179.6,61.2,357.6,2.3,4.8,1.2,141.3,1.7,59.7,6.0,95.7,208.6,1.5,255.1,129.2,2.7,229.0,34.6,108.3
176,2014-01-08,138.0,1.7,20.4,49.1,4.2,66.1,5.6,70.7,15.2,55.5,7.5,7.8,255.7,117.5,26.3,43.2,19.2,179.8,61.3,358.6,2.4,6.1,1.2,146.5,1.7,60.4,6.2,96.3,209.4,1.7,256.2,131.9,2.6,226.8,35.4,109.3
177,2014-01-09,135.2,1.7,21.4,51.1,4.3,65.9,5.6,65.2,14.9,54.1,7.4,7.7,260.4,122.8,25.8,43.5,20.7,180.4,61.2,351.5,2.3,5.2,1.3,150.6,1.8,62.6,6.2,96.0,212.7,1.9,260.3,135.0,2.7,237.6,36.0,112.5
178,2014-01-10,135.9,1.8,21.1,54.0,4.2,68.5,5.0,67.0,15.1,55.1,8.0,7.6,260.4,118.3,26.0,43.2,21.0,180.8,60.8,353.5,2.0,5.5,1.3,156.1,1.7,59.7,6.0,95.3,214.7,1.7,262.4,130.0,2.9,238.0,36.4,112.1
179,2014-01-11,131.1,1.8,20.9,54.1,3.9,62.9,5.4,64.7,14.8,54.7,7.5,6.8,253.8,111.3,23.7,42.4,22.1,168.0,53.6,348.1,2.2,4.8,1.2,161.0,1.7,59.4,5.5,92.5,214.6,1.2,248.1,132.0,2.6,237.9,35.2,108.8
180,2014-01-12,132.7,1.8,20.2,52.8,4.4,67.8,5.6,70.2,15.1,55.0,6.3,7.6,258.9,115.4,24.9,42.6,21.5,174.6,57.0,358.6,2.1,5.5,1.2,168.2,1.7,62.3,5.6,95.3,202.3,1.7,251.1,130.9,2.6,241.6,36.2,110.9
181,2014-01-13,137.0,1.7,19.1,55.1,4.1,68.1,5.8,70.3,15.2,57.0,7.6,7.1,257.4,114.1,24.5,44.6,22.8,178.3,57.1,364.0,2.2,5.6,1.2,172.0,1.7,62.7,5.8,90.2,209.3,1.6,253.3,126.3,2.9,241.5,35.9,111.3
182,2014-01-14,134.4,1.8,20.9,54.7,4.2,67.6,5.0,72.8,14.4,57.3,7.1,8.0,206.7,111.8,24.3,43.5,22.4,179.8,57.6,364.5,2.3,5.8,1.2,168.2,1.5,59.9,5.8,81.0,203.6,1.4,250.7,124.8,2.7,238.6,36.9,105.9
183,2014-01-15,127.4,1.7,19.1,53.2,4.0,68.7,5.3,70.4,14.6,56.9,7.2,7.6,221.3,114.1,24.1,42.3,21.8,174.1,58.3,367.4,2.3,5.2,1.1,172.8,1.7,61.8,4.9,87.3,205.1,1.3,221.9,118.0,3.0,230.7,36.0,107.7
184,2014-01-16,125.2,1.7,21.2,54.6,4.0,66.4,5.5,70.7,14.9,55.7,7.3,7.6,247.9,114.4,25.2,42.8,20.7,176.4,58.4,363.3,2.3,4.9,1.2,174.2,1.8,63.8,4.5,88.4,210.3,1.9,206.2,121.7,2.8,234.5,36.4,106.3
185,2014-01-17,128.7,1.7,22.0,54.7,3.8,65.6,5.4,66.1,14.8,58.9,8.0,7.4,255.5,112.9,25.0,42.2,20.5,179.5,58.8,365.8,2.3,5.6,1.2,178.0,2.3,62.8,4.5,90.0,209.5,1.6,215.9,124.1,3.1,234.5,36.8,109.1
186,2014-01-18,127.6,1.6,20.3,56.2,3.5,65.9,5.3,63.1,15.1,56.6,7.4,6.5,250.0,105.0,23.2,42.6,20.9,174.0,55.0,359.6,2.3,5.2,1.2,179.8,2.3,62.6,4.7,85.9,207.7,1.4,224.5,123.4,2.6,236.6,35.1,106.6
188,2014-01-20,134.9,1.7,21.0,53.5,4.2,67.8,5.7,69.6,15.4,58.0,8.4,7.7,256.9,117.9,24.9,42.2,21.1,179.3,61.1,370.5,1.8,5.2,1.2,183.9,2.6,63.4,5.6,92.2,208.0,1.7,251.1,128.9,2.7,237.7,36.5,114.7
189,2014-01-21,134.2,1.7,20.5,49.8,4.4,68.6,5.6,69.5,15.4,56.1,8.7,7.8,248.2,122.9,25.7,42.0,21.4,180.5,60.7,370.1,1.8,5.0,1.2,187.6,2.6,64.3,5.7,89.3,208.8,1.7,253.0,129.0,2.6,242.6,36.8,113.4
190,2014-01-22,136.6,1.7,20.7,54.6,4.3,70.0,5.8,69.4,15.1,57.6,8.8,7.8,242.0,103.9,27.6,35.8,22.8,184.8,60.6,369.4,1.7,5.2,1.2,166.2,2.6,63.0,5.7,87.4,163.8,1.7,251.6,129.0,2.5,237.9,38.5,108.1
191,2014-01-23,139.8,1.7,21.1,54.0,4.1,69.2,5.8,68.7,15.4,56.3,7.5,8.1,250.2,111.2,25.4,42.8,22.7,187.0,60.3,363.5,1.8,5.3,1.2,161.6,2.3,59.6,6.1,88.7,182.3,1.6,253.9,130.7,2.4,232.3,34.9,108.3
192,2014-01-24,137.1,1.5,21.6,53.9,3.9,70.4,5.8,66.1,15.6,57.1,6.9,7.9,249.4,109.8,25.1,42.6,22.5,181.9,59.7,364.3,1.6,5.3,1.3,166.1,1.9,65.1,5.7,85.5,188.0,1.6,258.9,130.0,2.6,236.7,35.4,109.5
193,2014-01-25,137.0,1.7,21.2,53.8,3.7,70.2,5.6,61.5,15.2,55.9,5.8,6.9,242.0,105.6,23.6,43.8,22.2,170.0,55.4,352.7,1.8,5.3,1.2,147.2,2.4,61.2,5.4,84.7,185.5,1.3,245.3,125.2,2.7,236.0,34.0,108.0
195,2014-01-27,137.3,1.6,20.2,55.2,4.0,69.2,5.0,66.1,14.1,56.1,6.1,7.7,241.9,108.9,24.9,41.2,21.8,181.0,55.1,341.0,2.0,5.0,1.1,151.5,2.2,59.5,5.6,85.3,190.3,1.9,254.3,126.6,2.7,218.2,33.5,109.8
196,2014-01-28,140.0,1.8,21.0,50.5,4.2,71.2,6.0,67.3,15.4,54.7,6.5,7.9,248.7,114.0,26.1,42.3,21.6,186.3,60.3,367.0,2.1,5.1,1.2,151.1,2.3,63.7,5.4,89.2,198.5,1.7,260.7,130.5,2.7,221.1,34.7,112.1
197,2014-01-29,139.4,1.7,20.9,51.1,4.0,71.2,5.9,67.6,15.3,55.1,6.5,8.2,249.7,115.8,26.6,39.3,20.9,189.8,61.7,367.8,2.0,5.8,1.2,148.4,2.1,64.6,5.7,90.1,200.5,1.8,261.6,132.0,2.6,228.1,35.9,107.9
